facility,time,tavg_C,tavg_F,tmin_C,tmin_F,tmax_C,tmax_F,prcp,snow,wdir,wspd,wpgt,pres,tsun
JAX,10/1/2023,25.8,78.44,24.4,75.92,27.8,82.04,0,0,42,22.3,,1018.6,
JAX,10/2/2023,25.8,78.44,23.3,73.94,28.9,84.02,0.5,0,44,20.2,,1018.1,
JAX,10/3/2023,25.4,77.72,23.9,75.02,28.3,82.94,0.3,0,33,16.6,,1017.4,
JAX,10/4/2023,25.5,77.9,22.8,73.04,28.9,84.02,0.5,0,41,14,,1017,
JAX,10/5/2023,25.4,77.72,21.1,69.98,30,86,0,0,39,11.9,,1015.7,
JAX,10/6/2023,25.2,77.36,22.2,71.96,28.9,84.02,0,0,7,7.2,,1013.5,
JAX,10/7/2023,24.7,76.46,19.4,66.92,30.6,87.08,0,0,324,11.5,,1012.5,
JAX,10/8/2023,20.2,68.36,12.8,55.04,23.3,73.94,0,0,356,11.2,,1014.1,
JAX,10/9/2023,17.4,63.32,11.1,51.98,25,77,0,0,359,3.2,,1014.5,
JAX,10/10/2023,18.4,65.12,11.7,53.06,27.8,82.04,0,0,18,4.7,,1014.2,
JAX,10/11/2023,22.3,72.14,18.9,66.02,26.1,78.98,10.2,0,36,7.6,,1012.3,
JAX,10/12/2023,23.6,74.48,20.6,69.08,27.8,82.04,56.1,0,48,13.3,,1005.1,
JAX,10/13/2023,26,78.8,22.8,73.04,30.6,87.08,0.3,0,337,4.7,,1008.5,
JAX,10/14/2023,24.7,76.46,22.2,71.96,27.2,80.96,0,0,286,14,,1008.9,
JAX,10/15/2023,21.8,71.24,17.8,64.04,25,77,0,0,304,16.6,,1007.6,
JAX,10/16/2023,17.7,63.86,14.4,57.92,20.6,69.08,0,0,319,19.4,,1011,
JAX,10/17/2023,15.9,60.62,11.7,53.06,21.7,71.06,0,0,346,7.9,,1017.3,
JAX,10/18/2023,16.6,61.88,11.1,51.98,23.3,73.94,0,0,8,5.8,,1020.4,
JAX,10/19/2023,18.7,65.66,12.8,55.04,25.6,78.08,0,0,19,5.4,,1018.3,
JAX,10/20/2023,20.7,69.26,13.9,57.02,28.3,82.94,0,0,286,13.7,,1010.6,
JAX,10/21/2023,22.7,72.86,14.4,57.92,27.2,80.96,0,0,308,11.2,,1011.1,
JAX,10/22/2023,20.3,68.54,12.8,55.04,30.6,87.08,0,0,326,4.7,,1014.2,
JAX,10/23/2023,21.2,70.16,15,59,27.2,80.96,0,0,33,14.8,,1019.1,
JAX,10/24/2023,23.9,75.02,22.2,71.96,27.2,80.96,0,0,66,18,,1023.1,
JAX,10/25/2023,24.1,75.38,20,68,28.3,82.94,0.3,0,69,11.9,,1023.5,
JAX,10/26/2023,24.3,75.74,20,68,27.8,82.04,0,0,82,10.8,,1022.4,
JAX,10/27/2023,23.1,73.58,18.9,66.02,28.3,82.94,0,0,26,7.2,,1022.2,
JAX,10/28/2023,23.3,73.94,17.8,64.04,28.3,82.94,0,0,29,7.2,,1021.1,
JAX,10/29/2023,22.9,73.22,18.3,64.94,28.3,82.94,0,0,41,6.5,,1018.8,
JAX,10/30/2023,22.5,72.5,17.2,62.96,28.9,84.02,0,0,20,3.2,,1014.9,
JAX,10/31/2023,21.9,71.42,17.2,62.96,28.9,84.02,0,0,349,8.3,,1012.3,
JAX,11/1/2023,17.6,63.68,11.1,51.98,20.6,69.08,0,0,4,21.2,,1019.6,
JAX,11/2/2023,16.3,61.34,10.6,51.08,22.2,71.96,0.8,0,32,22.3,,1026.4,
JAX,11/3/2023,17.6,63.68,12.8,55.04,21.7,71.06,5.8,0,13,18.7,,1025.4,
JAX,11/4/2023,19.4,66.92,13.9,57.02,24.4,75.92,0,0,3,12.2,,1021.3,
JAX,11/5/2023,18.1,64.58,11.7,53.06,26.1,78.98,0,0,0,8.6,,1017.8,
JAX,11/6/2023,16.7,62.06,8.9,48.02,26.1,78.98,0,0,13,3.2,,1018.2,
JAX,11/7/2023,17.7,63.86,10,50,28.3,82.94,0,0,6,3.2,,1018.2,
JAX,11/8/2023,18.2,64.76,10.6,51.08,27.2,80.96,0,0,356,4,,1018.3,
JAX,11/9/2023,18.8,65.84,12.2,53.96,27.2,80.96,0,0,339,4.3,,1018.3,
JAX,11/10/2023,21.2,70.16,14.4,57.92,29.4,84.92,0,0,5,5,,1018.1,
JAX,11/11/2023,21.6,70.88,17.8,64.04,26.7,80.06,0.5,0,20,12.6,,1020.2,
JAX,11/12/2023,16.6,61.88,14.4,57.92,18.3,64.94,0,0,12,16.2,,1022.9,
JAX,11/13/2023,17.3,63.14,15,59,18.9,66.02,0,0,15,19.8,,1023.4,
JAX,11/14/2023,19.4,66.92,18.3,64.94,22.2,71.96,1.3,0,44,19.4,,1022.2,
JAX,11/15/2023,21.1,69.98,19.4,66.92,22.8,73.04,34.3,0,96,16.9,,1020.3,
JAX,11/16/2023,20.8,69.44,19.4,66.92,21.7,71.06,7.9,0,60,13.3,,1016.6,
JAX,11/17/2023,20.3,68.54,19.4,66.92,22.2,71.96,4.3,0,17,15.5,,1010.5,
JAX,11/18/2023,20.7,69.26,15.6,60.08,25.6,78.08,0,0,349,9.7,,1008.7,
JAX,11/19/2023,18.7,65.66,13.9,57.02,24.4,75.92,0,0,13,5.8,,1012.9,
JAX,11/20/2023,19.1,66.38,14.4,57.92,23.9,75.02,0,0,63,9.4,,1017.2,
JAX,11/21/2023,22.3,72.14,20,68,27.2,80.96,0,0,156,13.3,,1016.9,
JAX,11/22/2023,21.7,71.06,12.2,53.96,23.3,73.94,1.3,0,253,18,,1013.1,
JAX,11/23/2023,13.2,55.76,8.3,46.94,17.2,62.96,0,0,344,8.3,,1017.6,
JAX,11/24/2023,13.8,56.84,11.7,53.06,16.1,60.98,3.8,0,319,8.6,,1020.3,
JAX,11/25/2023,17.6,63.68,12.2,53.96,20.6,69.08,0.5,0,10,16.2,,1021.1,
JAX,11/26/2023,20,68,13.9,57.02,18.9,66.02,36.1,0,25,19.4,,1016,
JAX,11/27/2023,16.1,60.98,10.6,51.08,17.8,64.04,0,0,311,18,,1017.8,
JAX,11/28/2023,12.6,54.68,3.9,39.02,14.4,57.92,0,0,327,15.5,,1022.5,
JAX,11/29/2023,8.3,46.94,2.8,37.04,15.6,60.08,0,0,328,7.2,,1023.5,
JAX,11/30/2023,10.1,50.18,2.2,35.96,20,68,0,0,14,5.8,,1022.4,
JAX,12/1/2023,17.6,63.68,11.7,53.06,26.7,80.06,0.8,0,25,5,,1019.3,
JAX,12/2/2023,21.2,70.16,18.9,66.02,24.4,75.92,57.2,0,95,8.6,,1017.1,
JAX,12/3/2023,21.9,71.42,18.9,66.02,25,77,0.8,0,239,9.7,,1014.7,
JAX,12/4/2023,20.8,69.44,13.9,57.02,23.3,73.94,0,0,260,9.7,,1015.6,
JAX,12/5/2023,15.6,60.08,10.6,51.08,20.6,69.08,0,0,297,10.1,,1018.3,
JAX,12/6/2023,13.1,55.58,7.2,44.96,16.7,62.06,0,0,332,14.8,,1020.7,
JAX,12/7/2023,11.1,51.98,5,41,18.3,64.94,0,0,339,6.5,,1023.9,
JAX,12/8/2023,13.7,56.66,7.8,46.04,22.2,71.96,0,0,60,4.7,,1022.5,
JAX,12/9/2023,19.2,66.56,12.2,53.96,26.7,80.06,0,0,153,7.2,,1021.3,
JAX,12/10/2023,20.7,69.26,11.7,53.06,25.6,78.08,10.4,0,198,16.9,,1013.6,
JAX,12/11/2023,12.2,53.96,6.7,44.06,15,59,0,0,331,15.1,,1020.1,
JAX,12/12/2023,11.6,52.88,7.8,46.04,16.7,62.06,0,0,10,17.3,,1028.8,
JAX,12/13/2023,14.6,58.28,13.3,55.94,16.7,62.06,0.5,0,24,21.2,,1030.7,
JAX,12/14/2023,16.1,60.98,14.4,57.92,20,68,2.5,0,36,25.9,,1030.9,
JAX,12/15/2023,16.3,61.34,13.3,55.94,19.4,66.92,1.8,0,34,18.4,,1027.7,
JAX,12/16/2023,17.8,64.04,14.4,57.92,20.6,69.08,18.5,0,80,17.3,,1019.8,
JAX,12/17/2023,17.5,63.5,13.9,57.02,20.6,69.08,88.4,0,316,25.6,,1002,
JAX,12/18/2023,14.7,58.46,11.1,51.98,18.3,64.94,0,0,281,18,,1011,
JAX,12/19/2023,9.3,48.74,3.9,39.02,11.1,51.98,0,0,4,16.2,,1023.7,
JAX,12/20/2023,8.6,47.48,4.4,39.92,14.4,57.92,0,0,15,15.5,,1028.9,
JAX,12/21/2023,11.6,52.88,6.7,44.06,17.2,62.96,0,0,8,10.4,,1028.7,
JAX,12/22/2023,14.2,57.56,9.4,48.92,20.6,69.08,0,0,22,9.4,,1025.9,
JAX,12/23/2023,16.6,61.88,12.2,53.96,21.7,71.06,0,0,26,9.4,,1025.3,
JAX,12/24/2023,18.1,64.58,16.1,60.98,21.7,71.06,4.3,0,81,12.2,,1022.7,
JAX,12/25/2023,19,66.2,17.2,62.96,20.6,69.08,6.4,0,128,11.9,,1017.2,
JAX,12/26/2023,20.1,68.18,17.8,64.04,23.9,75.02,0,0,55,4.3,,1013.2,
JAX,12/27/2023,17.3,63.14,15,59,18.9,66.02,0,0,277,11.2,,1013.3,
JAX,12/28/2023,14.6,58.28,10,50,15.6,60.08,0.3,0,256,6.5,,1013.3,
JAX,12/29/2023,10.5,50.9,3.3,37.94,13.3,55.94,0,0,282,14,,1015.8,
JAX,12/30/2023,7.9,46.22,1.7,35.06,15,59,0,0,298,8.3,,1019.8,
JAX,12/31/2023,7.9,46.22,1.1,33.98,16.1,60.98,0,0,316,4.7,,1022.8,
JAX,1/1/2024,11.6,52.88,3.9,39.02,20.6,69.08,0,0,268,11.2,,1021.1,
JAX,1/2/2024,10.1,50.18,3.3,37.94,12.8,55.04,0,0,1,11.5,,1023,
JAX,1/3/2024,8.1,46.58,2.2,35.96,17.2,62.96,1.5,0,13,4.7,,1019.3,
JAX,1/4/2024,10.9,51.62,6.7,44.06,16.7,62.06,3.3,0,14,11.9,,1018.8,
JAX,1/5/2024,12.8,55.04,7.2,44.96,18.3,64.94,0,0,59,13.3,,1020.6,
JAX,1/6/2024,20.2,68.36,14.4,57.92,25,77,8.9,0,210,21.2,,1009.9,
JAX,1/7/2024,13.2,55.76,7.8,46.04,14.4,57.92,0,0,296,12.2,,1018.9,
JAX,1/8/2024,12.6,54.68,7.2,44.96,19.4,66.92,0,0,83,13,,1022.5,
JAX,1/9/2024,19.6,67.28,13.3,55.94,23.9,75.02,31,0,187,24.8,,1008.1,
JAX,1/10/2024,11.9,53.42,7.2,44.96,15,59,0,0,278,14,,1013.9,
JAX,1/11/2024,9.7,49.46,4.4,39.92,15,59,0,0,353,4.7,,1018.4,
JAX,1/12/2024,14.7,58.46,7.8,46.04,23.3,73.94,2,0,175,9.7,,1010.9,
JAX,1/13/2024,17.1,62.78,6.1,42.98,23.3,73.94,0,0,304,16.9,,1013.4,
JAX,1/14/2024,9.3,48.74,5.6,42.08,14.4,57.92,0,0,15,6.5,,1022.2,
JAX,1/15/2024,11.7,53.06,5.6,42.08,19.4,66.92,0,0,13,2.9,,1018.5,
JAX,1/16/2024,15.2,59.36,6.1,42.98,18.3,64.94,19.6,0,298,11.2,,1013,
JAX,1/17/2024,5.2,41.36,-0.5,31.1,9.4,48.92,0,0,337,13.7,,1024.4,
JAX,1/18/2024,7.6,45.68,1.7,35.06,16.7,62.06,1.3,0,352,6.5,,1021.3,
JAX,1/19/2024,13.2,55.76,8.9,48.02,20.6,69.08,0.5,0,274,11.9,,1016.9,
JAX,1/20/2024,7.4,45.32,1.7,35.06,11.1,51.98,0,0,338,17.3,,1025.2,
JAX,1/21/2024,3.3,37.94,0,32,7.2,44.96,0,0,17,18.4,,1033,
JAX,1/22/2024,11.7,53.06,7.2,44.96,19.4,66.92,0,0,45,11.2,,1031.9,
JAX,1/23/2024,15.8,60.44,12.8,55.04,20,68,0.8,0,39,7.6,,1028,
JAX,1/24/2024,19.9,67.82,16.1,60.98,25,77,0,0,140,14,,1025,
JAX,1/25/2024,21.7,71.06,16.1,60.98,27.2,80.96,0,0,160,11.5,,1022.5,
JAX,1/26/2024,21.9,71.42,19.4,66.92,25.6,78.08,6.1,0,205,10.1,,1021.2,
JAX,1/27/2024,21.6,70.88,16.7,62.06,27.8,82.04,1.3,0,173,10.1,,1018,
JAX,1/28/2024,19.9,67.82,12.2,53.96,21.7,71.06,0,0,275,20.5,,1014.6,
JAX,1/29/2024,12.6,54.68,7.2,44.96,17.2,62.96,0,0,323,15.1,,1018.5,
JAX,1/30/2024,11.1,51.98,4.4,39.92,18.3,64.94,0,0,302,6.1,,1019.9,
JAX,1/31/2024,13.3,55.94,9.4,48.92,18.3,64.94,0,0,311,16.9,,1017.3,
JAX,2/1/2024,10.9,51.62,4.4,39.92,16.7,62.06,0,0,8,3.6,,1020.7,
JAX,2/2/2024,12.4,54.32,7.2,44.96,20.6,69.08,0,0,318,5,,1015.3,
JAX,2/3/2024,12.2,53.96,5,41,20.6,69.08,0,0,23,12.2,,1012.7,
JAX,2/4/2024,16.7,62.06,12.8,55.04,19.4,66.92,14.7,0,112,15.5,,1004.2,
JAX,2/5/2024,13,55.4,8.9,48.02,15,59,0,0,358,16.2,,1003,
JAX,2/6/2024,12.3,54.14,8.9,48.02,17.2,62.96,0,0,4,18.4,,1011,
JAX,2/7/2024,9.7,49.46,6.1,42.98,12.2,53.96,0,0,19,13.7,,1022.3,
JAX,2/8/2024,12.5,54.5,8.3,46.94,18.9,66.02,0,0,43,10.8,,1024.7,
JAX,2/9/2024,15.6,60.08,9.4,48.92,22.8,73.04,0,0,104,4.7,,1022.7,
JAX,2/10/2024,17.6,63.68,11.1,51.98,25,77,0,0,202,8.6,,1019.7,
JAX,2/11/2024,20.3,68.54,14.4,57.92,27.2,80.96,0,0,246,9.4,,1015.1,
JAX,2/12/2024,21.5,70.7,17.8,64.04,27.2,80.96,4.8,0,211,19.4,,1009.3,
JAX,2/13/2024,16.9,62.42,9.4,48.92,20,68,0,0,297,18.4,,1014.3,
JAX,2/14/2024,11.7,53.06,5.6,42.08,17.2,62.96,0,0,14,7.2,,1022.8,
JAX,2/15/2024,14.9,58.82,9.4,48.92,23.3,73.94,0,0,335,6.1,,1022.4,
JAX,2/16/2024,15.7,60.26,10.6,51.08,21.1,69.98,0,0,357,4.3,,1017.3,
JAX,2/17/2024,15.7,60.26,13.3,55.94,16.1,60.98,18.8,0,287,6.8,,1013.4,
JAX,2/18/2024,11.9,53.42,9.4,48.92,13.3,55.94,19.3,0,10,14.8,,1015.6,
JAX,2/19/2024,10.9,51.62,5.6,42.08,15.6,60.08,1,0,13,10.8,,1019.8,
JAX,2/20/2024,9.6,49.28,3.3,37.94,16.7,62.06,0,0,14,6.1,,1024.4,
JAX,2/21/2024,10.9,51.62,5.6,42.08,16.7,62.06,0,0,11,10.1,,1024.9,
JAX,2/22/2024,11.6,52.88,3.3,37.94,21.7,71.06,0,0,100,6.5,,1018.4,
JAX,2/23/2024,16.5,61.7,11.7,53.06,23.3,73.94,8.6,0,229,20.9,,1008.2,
JAX,2/24/2024,16.6,61.88,10.6,51.08,21.7,71.06,0,0,285,16.2,,1013.2,
JAX,2/25/2024,13.3,55.94,6.1,42.98,17.2,62.96,0,0,1,7.6,,1021.1,
JAX,2/26/2024,12.7,54.86,5,41,21.7,71.06,0,0,152,8.3,,1022.2,
JAX,2/27/2024,16.6,61.88,7.8,46.04,27.8,82.04,0,0,185,9.4,,1019.9,
JAX,2/28/2024,20.6,69.08,15.6,60.08,28.3,82.94,0,0,216,18.7,,1018.7,
JAX,2/29/2024,17.3,63.14,13.9,57.02,20,68,0,0,27,18.4,,1025.6,
JAX,3/1/2024,17.9,64.22,14.4,57.92,22.8,73.04,17,0,107,10.4,,1023.2,
JAX,3/2/2024,20.5,68.9,16.1,60.98,26.1,78.98,2.5,0,249,8.6,,1020.5,
JAX,3/3/2024,18.2,64.76,14.4,57.92,21.1,69.98,15,0,58,9,,1020,
JAX,3/4/2024,16.1,60.98,14.4,57.92,18.9,66.02,0,0,38,8.3,,1020.1,
JAX,3/5/2024,17.7,63.86,14.4,57.92,22.8,73.04,2.8,0,58,6.5,,1016.2,
JAX,3/6/2024,22,71.6,18.9,66.02,27.2,80.96,4.1,0,222,19.8,,1010,
JAX,3/7/2024,19.4,66.92,13.9,57.02,22.8,73.04,0,0,49,8.3,,1013.9,
JAX,3/8/2024,19.7,67.46,15.6,60.08,25,77,0,0,99,13.7,,1016,
JAX,3/9/2024,24.2,75.56,20.6,69.08,29.4,84.92,50.3,0,215,18.4,,1010.7,
JAX,3/10/2024,19.6,67.28,14.4,57.92,22.8,73.04,0,0,312,19.8,,1013.7,
JAX,3/11/2024,13.7,56.66,8.3,46.94,16.1,60.98,0,0,9,10.1,,1022.8,
JAX,3/12/2024,13.9,57.02,7.2,44.96,23.9,75.02,0,0,55,6.5,,1021.1,
JAX,3/13/2024,17.6,63.68,12.2,53.96,25,77,0,0,276,5.4,,1017.9,
JAX,3/14/2024,17.7,63.86,10.6,51.08,25,77,0,0,30,4.7,,1019.6,
JAX,3/15/2024,21,69.8,13.3,55.94,30.6,87.08,0,0,264,9.4,,1017.3,
JAX,3/16/2024,23.6,74.48,18.9,66.02,29.4,84.92,0,0,262,11.9,,1013.7,
JAX,3/17/2024,23.2,73.76,20.6,69.08,28.3,82.94,0,0,254,12.2,,1011.6,
JAX,3/18/2024,20.5,68.9,15.6,60.08,23.9,75.02,17.8,0,300,13.7,,1011.5,
JAX,3/19/2024,12.8,55.04,6.7,44.06,15.6,60.08,0,0,17,15.8,,1019.1,
JAX,3/20/2024,12.9,55.22,4.4,39.92,22.8,73.04,0,0,320,6.1,,1018.3,
JAX,3/21/2024,16.3,61.34,8.9,48.02,23.9,75.02,0,0,25,7.6,,1019,
JAX,3/22/2024,18.8,65.84,17.8,64.04,21.1,69.98,13,0,149,14.8,,1014,
JAX,3/23/2024,19.8,67.64,16.1,60.98,26.1,78.98,1.5,0,267,10.4,,1006.7,
JAX,3/24/2024,16.3,61.34,13.9,57.02,18.3,64.94,0,0,30,23.8,,1015,
JAX,3/25/2024,17.7,63.86,15.6,60.08,21.7,71.06,0,0,61,18,,1018.5,
JAX,3/26/2024,22,71.6,18.9,66.02,26.7,80.06,0,0,138,19.8,,1014.5,
JAX,3/27/2024,22,71.6,18.3,64.94,28.3,82.94,2,0,176,11.5,,1012.8,
JAX,3/28/2024,19.4,66.92,12.8,55.04,23.9,75.02,17.5,0,335,11.2,,1012.9,
JAX,3/29/2024,15.4,59.72,10,50,20,68,0,0,20,11.9,,1020.6,
JAX,3/30/2024,16.1,60.98,8.3,46.94,26.1,78.98,0,0,312,6.1,,1020.2,
JAX,3/31/2024,19.6,67.28,12.8,55.04,26.1,78.98,0,0,256,10.8,,1019,
JAX,4/1/2024,21,69.8,13.9,57.02,27.2,80.96,0,0,232,8.6,,1018.1,
JAX,4/2/2024,24.3,75.74,15.6,60.08,28.9,84.02,0,0,240,12.6,,1013.2,
JAX,4/3/2024,22.3,72.14,16.7,62.06,23.9,75.02,19.3,0,229,19.4,,1004.4,
JAX,4/4/2024,17.9,64.22,12.8,55.04,22.2,71.96,0,0,269,19.4,,1009.3,
JAX,4/5/2024,17.7,63.86,11.7,53.06,23.9,75.02,0,0,280,12.2,,1014.3,
JAX,4/6/2024,14.6,58.28,8.9,48.02,17.8,64.04,0,0,16,10.8,,1017.4,
JAX,4/7/2024,14.1,57.38,7.8,46.04,21.1,69.98,0,0,47,6.5,,1019.5,
JAX,4/8/2024,17,62.6,11.1,51.98,23.9,75.02,0,0,91,10.4,,1022.2,
JAX,4/9/2024,19.7,67.46,13.9,57.02,25.6,78.08,0,0,126,11.9,,1020.6,
JAX,4/10/2024,21.7,71.06,16.1,60.98,26.7,80.06,0,0,150,21.2,,1015.3,
JAX,4/11/2024,23.8,74.84,19.4,66.92,28.9,84.02,11.4,0,207,28.1,,1007.4,
JAX,4/12/2024,20.7,69.26,13.9,57.02,26.1,78.98,0,0,269,18.4,,1017,
JAX,4/13/2024,19.8,67.64,12.2,53.96,26.1,78.98,0,0,328,9.7,,1022.8,
JAX,4/14/2024,18.8,65.84,10,50,28.3,82.94,0,0,26,6.8,,1021.1,
JAX,4/15/2024,21.9,71.42,13.9,57.02,28.9,84.02,0,0,200,7.6,,1019.2,
JAX,4/16/2024,21.2,70.16,13.9,57.02,28.9,84.02,0,0,148,7.6,,1020.7,
JAX,4/17/2024,21.1,69.98,13.9,57.02,28.3,82.94,0,0,125,10.4,,1020.4,
JAX,4/18/2024,23.8,74.84,18.9,66.02,30,86,0,0,181,7.9,,1018.3,
JAX,4/19/2024,23.9,75.02,17.8,64.04,31.1,87.98,0,0,14,6.8,,1016.9,
JAX,4/20/2024,25,77,20.6,69.08,31.7,89.06,0,0,264,9.4,,1016.4,
JAX,4/21/2024,24.3,75.74,15.6,60.08,30.6,87.08,1.8,0,264,19.4,,1013.4,
JAX,4/22/2024,17.2,62.96,13.9,57.02,20.6,69.08,0,0,15,16.6,,1017.6,
JAX,4/23/2024,17.3,63.14,10.6,51.08,22.2,71.96,0,0,64,8.3,,1022.3,
JAX,4/24/2024,18.2,64.76,10,50,25.6,78.08,0,0,104,7.2,,1020.7,
JAX,4/25/2024,21.1,69.98,13.9,57.02,28.3,82.94,0,0,58,6.8,,1019.6,
JAX,4/26/2024,22.2,71.96,16.1,60.98,27.2,80.96,0,0,84,10.8,,1021.5,
JAX,4/27/2024,23.4,74.12,21.1,69.98,27.2,80.96,0,0,105,19.1,,1024.4,
JAX,4/28/2024,22.8,73.04,19.4,66.92,25.6,78.08,0,0,109,13.3,,1022.9,
JAX,4/29/2024,22.2,71.96,16.1,60.98,27.2,80.96,0,0,130,13.7,,1019.7,
JAX,4/30/2024,22.9,73.22,17.8,64.04,27.2,80.96,0,0,148,11.9,,1016.5,
JAX,5/1/2024,23.8,74.84,17.8,64.04,30.6,87.08,0,0,150,8.6,,1014.6,
JAX,5/2/2024,24.7,76.46,17.8,64.04,30,86,0,0,86,7.6,,1014.9,
JAX,5/3/2024,23.6,74.48,17.2,62.96,29.4,84.92,0,0,99,8.3,,1015.9,
JAX,5/4/2024,23.7,74.66,18.3,64.94,28.9,84.02,0,0,122,8.6,,1017.1,
JAX,5/5/2024,24.4,75.92,20,68,29.4,84.92,0,0,156,10.4,,1017.6,
JAX,5/6/2024,24.9,76.82,21.1,69.98,30.6,87.08,3,0,160,11.9,,1016.6,
JAX,5/7/2024,25.8,78.44,20.6,69.08,32.2,89.96,0,0,180,11.2,,1013.2,
JAX,5/8/2024,26.8,80.24,18.9,66.02,33.9,93.02,0,0,218,8.6,,1012.3,
JAX,5/9/2024,27.7,81.86,22.2,71.96,35.6,96.08,8.4,0,236,15.1,,1011.8,
JAX,5/10/2024,24.3,75.74,20.6,69.08,30.6,87.08,5.3,0,251,17.6,,1009.5,
JAX,5/11/2024,24.3,75.74,17.8,64.04,27.8,82.04,0,0,22,9.7,,1010.8,
JAX,5/12/2024,21.7,71.06,15.6,60.08,27.8,82.04,0,0,21,5,,1014.6,
JAX,5/13/2024,22.2,71.96,17.2,62.96,26.7,80.06,22.6,0,85,14.8,,1015,
JAX,5/14/2024,25.6,78.08,22.8,73.04,33.3,91.94,0.8,0,197,15.5,,1010.4,
JAX,5/15/2024,26.2,79.16,23.3,73.94,29.4,84.92,15.2,0,230,16.6,,1009.3,
JAX,5/16/2024,26.4,79.52,21.1,69.98,33.3,91.94,0,0,287,10.8,,1009.9,
JAX,5/17/2024,24.7,76.46,20.6,69.08,30,86,0,0,184,7.2,,1012.2,
JAX,5/18/2024,25.8,78.44,22.2,71.96,31.7,89.06,4.6,0,227,12.2,,1013.7,
JAX,5/19/2024,25.4,77.72,21.1,69.98,32.8,91.04,3.6,0,280,13,,1011.9,
JAX,5/20/2024,23.3,73.94,21.1,69.98,27.2,80.96,2.5,0,31,16.9,,1013.3,
JAX,5/21/2024,23.7,74.66,21.7,71.06,27.2,80.96,0,0,46,13.3,,1014.5,
JAX,5/22/2024,24.8,76.64,20.6,69.08,29.4,84.92,0,0,83,9,,1016.4,
JAX,5/23/2024,24.9,76.82,19.4,66.92,30.6,87.08,0,0,132,8.6,,1016.2,
JAX,5/24/2024,26.4,79.52,20,68,32.2,89.96,0,0,148,8.3,,1013.9,
JAX,5/25/2024,27.3,81.14,21.1,69.98,34.4,93.92,13,0,329,7.2,,1013,
JAX,5/26/2024,25.8,78.44,20.6,69.08,32.8,91.04,0,0,91,7.9,,1013.4,
JAX,5/27/2024,28.2,82.76,22.8,73.04,34.4,93.92,0,0,242,11.2,,1014.2,
JAX,5/28/2024,28.4,83.12,22.8,73.04,33.3,91.94,0,0,258,10.1,,1015.1,
JAX,5/29/2024,27.8,82.04,20.6,69.08,33.9,93.02,0,0,342,10.1,,1016.3,
JAX,5/30/2024,25.4,77.72,17.2,62.96,31.1,87.98,0,0,39,7.6,,1017.5,
JAX,5/31/2024,24.7,76.46,18.3,64.94,29.4,84.92,0,0,58,10.8,,1020.2,
JAX,6/1/2024,25.3,77.54,21.7,71.06,28.3,82.94,0,0,111,14.4,,1021,
JAX,6/2/2024,24.7,76.46,19.4,66.92,28.3,82.94,0,0,125,11.9,,1018.7,
JAX,6/3/2024,25.1,77.18,19.4,66.92,30,86,1,0,124,9,,1015.7,
JAX,6/4/2024,25.3,77.54,19.4,66.92,30.6,87.08,0,0,86,9.4,,1014.3,
JAX,6/5/2024,26.3,79.34,21.1,69.98,31.7,89.06,0,0,134,9.7,,1013,
JAX,6/6/2024,28.6,83.48,23.3,73.94,36.7,98.06,0,0,206,13.7,,1010.5,
JAX,6/7/2024,30.1,86.18,25,77,36.7,98.06,0,0,269,12.6,,1010.1,
JAX,6/8/2024,29.7,85.46,24.4,75.92,35,95,0,0,133,9.7,,1012.1,
JAX,6/9/2024,30.1,86.18,24.4,75.92,37.2,98.96,0,0,242,10.8,,1011.3,
JAX,6/10/2024,30.2,86.36,23.3,73.94,37.2,98.96,0,0,245,14.4,,1009.1,
JAX,6/11/2024,28.6,83.48,25.6,78.08,33.3,91.94,0,0,189,12.6,,1010.4,
JAX,6/12/2024,27.5,81.5,23.3,73.94,31.1,87.98,0,0,64,11.5,,1012.7,
JAX,6/13/2024,28.2,82.76,24.4,75.92,32.2,89.96,0,0,40,13.7,,1012.2,
JAX,6/14/2024,27.2,80.96,23.3,73.94,30.6,87.08,0.3,0,20,11.2,,1012.7,
JAX,6/15/2024,27.3,81.14,21.7,71.06,32.8,91.04,0,0,62,8.6,,1014.8,
JAX,6/16/2024,27.8,82.04,22.8,73.04,32.2,89.96,0,0,71,12.6,,1017.7,
JAX,6/17/2024,27.9,82.22,23.9,75.02,31.7,89.06,0,0,101,16.9,,1018.6,
JAX,6/18/2024,27.6,81.68,24.4,75.92,31.1,87.98,6.1,0,102,21.2,,1018.1,
JAX,6/19/2024,27.2,80.96,23.9,75.02,30.6,87.08,0.3,0,88,20.2,,1020,
JAX,6/20/2024,27.2,80.96,23.9,75.02,30.6,87.08,1.3,0,77,19.1,,1021.3,
JAX,6/21/2024,27.6,81.68,25.6,78.08,31.1,87.98,1.3,0,15,18.4,,1018.3,
JAX,6/22/2024,27.3,81.14,23.9,75.02,32.2,89.96,25.1,0,201,10.8,,1016.8,
JAX,6/23/2024,28.4,83.12,25,77,36.1,96.98,0,0,207,13,,1014.5,
JAX,6/24/2024,30,86,25,77,36.7,98.06,3.3,0,218,13,,1013.3,
JAX,6/25/2024,28.2,82.76,23.9,75.02,33.3,91.94,15.5,0,202,9.7,,1013.5,
JAX,6/26/2024,27.8,82.04,22.8,73.04,35.6,96.08,6.9,0,222,7.6,,1012.4,
JAX,6/27/2024,27.6,81.68,24.4,75.92,33.9,93.02,0.3,0,278,9,,1011.5,
